interval_start,equipment_ID,count_sum,A_028,A_029,A_024,A_045,A_001,A_058,A_064,A_030,A_101,A_002,A_107,A_056,A_015,A_032,A_026,A_003,A_008,A_078,A_070,A_004,A_005,A_009,A_016,A_010,A_027,A_020,A_017,A_048,A_022,A_011,A_012,A_013,A_042,A_023,A_034,A_036,A_079,A_077,A_090,A_021,A_049,A_006,#changes,%idle,%production,%downtime,%performance_loss,%scheduled_downtime,idle/idle,idle/production,idle/downtime,idle/performance_loss,idle/scheduled_downtime,production/idle,production/production,production/downtime,production/performance_loss,production/scheduled_downtime,downtime/idle,downtime/production,downtime/downtime,downtime/performance_loss,downtime/scheduled_downtime,performance_loss/idle,performance_loss/production,performance_loss/downtime,performance_loss/performance_loss,performance_loss/scheduled_downtime,scheduled_downtime/idle,scheduled_downtime/production,scheduled_downtime/downtime,scheduled_downtime/performance_loss,scheduled_downtime/scheduled_downtime,A_043,A_051,A_106,A_050,A_018,A_102,A_031,A_103,A_083,A_081,A_074,A_071,A_073,A_104,A_084,A_105,A_116,A_128,A_109,A_132,A_062,A_131,A_035,A_040,A_039,A_055,A_127,A_007,A_108,A_037,A_119,A_115,A_125,A_124,A_130,A_052,A_129,A_019,A_126,A_110,A_123,A_114,A_120,A_121,A_098,A_095,A_087,A_111,A_117,A_044,A_122,A_085,A_057,A_066,A_112,A_118,A_113,A_093,A_041,A_076,A_088,A_097,A_065,A_091,A_067,A_068,A_033,A_082,A_075,A_099,A_086,A_100,A_096,A_094,A_089,A_092,A_038,A_080,A_069,A_072,A_047,A_059,A_046,A_063,A_053,A_054,A_060,A_061,production_rolling_6h,downtime_rolling_6h,production_change,downtime_change,performance_change,health_score,future_production,future_downtime,future_performance_loss,future_risk,risk_prediction,risk_probability,risk_level
02-10-2021 04:00,s_5,5,,0,0,0,,,,0,0,0,,0,0,,,0,0,,,0,1,0,0,0,0,1,3,0,,0,0,0,0,0,,,0,,,0,0,,17,0.034906486,0.900189131,0.046347625,0.018556758,0,2,0,0,1,0,0,5,1,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.802799076,0.029522023,0.018474364,0.027045172,-0.065412981,99.90018913,0,1,0,1,0,39.89072,MEDIUM
02-10-2021 05:00,s_5,1,,0,0,0,,,,0,1,0,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,3,0,0.890395956,0.108211197,0.001392847,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879941803,0.036285318,-0.009793175,0.061863572,-0.017163911,99.89039596,0.261540266,0.217736981,0.012240635,1,0,40.019176,MEDIUM
02-10-2021 05:00,s_1,7,0,0,0,,1,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,17,0,0.631751475,0.272951785,0.09529674,0,0,0,0,0,0,0,8,1,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.694613457,0.106258296,-0.171077,0.167453659,0.089744752,99.63175148,0.808545751,0.02554279,0.116909747,0,1,53.515965,MEDIUM
02-10-2021 06:00,s_1,5,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12,0,0.207420562,0.321203595,0.412603167,0.058772677,0,0,0,0,0,0,4,0,0,1,0,0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.678825157,0.135183424,-0.424330913,0.04825181,0.317306427,99.26619324,0.864731924,0.056183597,0.01693943,0,1,57.42992,MEDIUM
02-10-2021 07:00,s_1,6,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,14,0,0.821989663,0.175384901,0.002625435,0,0,0,0,0,0,0,7,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.656070995,0.157500014,0.614569101,-0.145818693,-0.409977731,99.82198966,0.647937854,0.258753043,0.014610221,0,0,30.334408,MEDIUM
02-10-2021 07:00,s_5,2,,0,0,0,,,,0,0,0,,0,0,,,0,0,,,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,,,0,,,0,0,,5,0,0.964379194,0.02913673,0.006484076,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921470536,0.03951687,0.073983238,-0.079074467,0.005091229,99.96437919,0.068329501,0.224699953,0.374519834,1,0,26.297335,LOW
02-10-2021 08:00,s_3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.956619135,0,0.043380865,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.644118144,0.035040577,0,-0.003786188,-0.067107865,99,0,0.024081759,0.004483544,0,0,33.97706,MEDIUM
02-10-2021 08:00,s_5,2,,0,0,0,,,,0,2,0,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,5,0,0.984710447,0.004942104,0.01034745,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.923337673,0.037039607,0.020331253,-0.024194627,0.003863374,99.98471045,0.028104215,0.451678837,0.520216947,1,1,57.001984,MEDIUM
02-10-2021 08:00,s_2,7,0,0,0,0,0,0,,,0,0,,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,3,,0,1,0,0,0,0,0,,,0,,0,,0,23,0.018410336,0.706960881,0.125366514,0.149262269,0,0,0,0,1,0,0,8,1,0,0,0,0,6,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515778808,0.058464621,0.466716263,0.119537541,0.141627089,99.70696088,0.198069594,0.0587451,0.00765085,0,1,54.10981,MEDIUM
02-10-2021 08:00,s_1,5,0,0,0,,0,,0,0,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,16,0.020538964,0.592109972,0.243018278,0.088537046,0.05579574,0,0,0,1,0,0,5,0,0,1,0,0,4,0,0,0,1,0,3,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.653977999,0.195138108,-0.229879691,0.067633376,0.08591161,99.64790571,0.396992134,0.384253719,0.106320478,1,0,48.030327,MEDIUM
02-10-2021 09:00,s_1,3,0,0,0,,1,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,5,0,0.84653975,0.15346025,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.650439983,0.211919489,0.254429778,-0.089558028,-0.088537046,99.84653975,0.381390313,0.056775474,0.31187808,1,0,41.701977,MEDIUM
02-10-2021 09:00,s_2,5,0,0,0,0,0,0,,,3,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,0,,1,16,0.020555874,0.844084591,0.084684917,0.050674618,0,0,0,0,1,0,0,6,1,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55342242,0.068063673,0.137123711,-0.040681597,-0.098587652,99.84408459,0.309332173,0.108211323,0.019608705,0,0,49.07869,MEDIUM
02-10-2021 10:00,s_2,1,0,0,0,0,1,0,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,0,,0,2,0.20326069,0,0.10625793,0,0.69048138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459691721,0.069669758,-0.844084591,0.021573013,-0.050674618,99.69048138,0.010513004,0.989486996,0,1,1,53.623604,MEDIUM
02-10-2021 10:00,s_3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.063070789,0.6868891,0.055253127,0.194786984,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595493121,0.041055182,0.6868891,0.011872263,0.194786984,99.6868891,0.756958377,0.029329961,0.136853948,0,0,24.920248,LOW
02-10-2021 11:00,s_5,1,,0,0,0,,,,0,1,0,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,4,0,0.96892552,0.004419966,0.026654514,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.931719169,0.035393346,-0.015784926,-0.000522138,0.016307064,99.96892552,0.115503978,0.018442384,0.122929766,0,0,34.47934,MEDIUM
02-10-2021 11:00,s_1,3,0,0,0,,0,,0,0,,0,,0,,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,5,0,0.946712364,0.053287636,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.674420631,0.203217741,0.100172614,-0.100172614,0,99.94671236,0.891207161,0.053845416,0.005867439,0,1,50.212963,MEDIUM
02-10-2021 11:00,s_3,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.000586114,0.879672156,0.100124414,0.019617316,0,0,0,0,1,0,0,4,1,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.577052296,0.056261082,0.192783056,0.044871286,-0.175169668,99.87967216,0.788459884,0.139838798,0.071701318,0,1,52.108402,MEDIUM
02-10-2021 12:00,s_4,1,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,9,0,0.360914177,0.277604629,0.361481194,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,1,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.533305335,0.086142346,0.211382865,0.135513617,0.335416345,99.36091418,0.653882878,0.027820949,0.318296173,0,1,63.8859,HIGH
02-10-2021 12:00,s_1,2,0,0,0,,1,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,8,0,0.808545751,0.02554279,0.116909747,0.049001712,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.703886344,0.161982908,-0.138166613,-0.027744846,0.116909747,99.85754746,0.926610594,0.073389406,0,0,0,41.04661,MEDIUM
02-10-2021 12:00,s_5,2,,0,0,0,,,,0,1,0,,0,0,,,0,0,,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,,0,,,0,0,,9,0.00504464,0.964099297,0.014865099,0.015990964,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945449924,0.034653787,-0.004826223,0.010445133,-0.01066355,99.9640993,0.836895355,0.035597767,0.1261912,0,0,24.436932,LOW
02-10-2021 13:00,s_4,1,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,6,0,0.956478938,0.005300414,0.038220648,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.570711646,0.082585599,0.595564761,-0.272304214,-0.323260546,99.95647894,0.935716044,0.050731673,0.013552282,0,0,44.79355,MEDIUM
02-10-2021 13:00,s_5,1,,0,0,0,,,,0,1,0,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.795418402,0.193595849,-0.964099297,0.985134901,-0.015990964,99,0.849152636,0.072603679,0.067340019,0,0,35.946373,MEDIUM
02-10-2021 13:00,s_3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.933481845,0.043298336,0.023219819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.573447291,0.057199311,0.053809689,-0.056826078,0.003602503,99.93348184,0.663559152,0.336440848,0,0,1,54.22976,MEDIUM
02-10-2021 14:00,s_3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.991642121,0.008357879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581947537,0.049596945,0.058160276,-0.034940457,-0.023219819,99.99164212,0.756539963,0.191925009,0.025650991,0,0,32.438297,MEDIUM
02-10-2021 14:00,s_5,2,,0,0,0,,,,0,0,0,,0,0,,,0,0,,,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,,,0,,,0,0,,11,0.010923302,0.261540266,0.217736981,0.012240635,0.497558816,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.690609121,0.211850147,0.261540266,-0.782263019,0.012240635,99.75909908,0.555049327,0.444950673,0,0,1,51.884686,MEDIUM
02-10-2021 14:00,s_1,3,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,12,0,0.864731924,0.056183597,0.01693943,0.062145049,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.813438237,0.117812909,0.056186173,0.030640807,-0.099970317,99.92687697,0.202093382,0.104385885,0.43341138,1,1,50.412933,MEDIUM
02-10-2021 14:00,s_4,4,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,,,0,0,0,15,0,0.938736505,0.042824634,0.018438861,0,0,0,0,0,0,0,7,1,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,,,,,,0,,0,,,,,,,,,,,,0,,,0,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0.561575504,0.088648598,-0.017742432,0.03752422,-0.019781787,99.93873651,0.730428973,0.231538365,0.038032662,0,1,53.024055,MEDIUM
02-10-2021 15:00,s_1,4,0,0,0,,1,,1,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,11,0,0.647937854,0.258753043,0.014610221,0.078698882,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,1,0,2,0,0,0,1,0,0,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.784429603,0.131707599,-0.21679407,0.202569446,-0.002329209,99.72663674,0.820489458,0.09798086,0.004070967,0,0,44.12986,MEDIUM
02-10-2021 16:00,s_1,7,0,0,0,,0,,0,0,,1,,0,,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,28,0.023391579,0.396992134,0.384253719,0.106320478,0.08904209,0,0,0,1,0,0,10,0,0,1,0,0,6,0,0,0,1,0,7,0,0,0,1,0,1,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.751909963,0.155246839,-0.250945721,0.125500676,0.091710257,99.48603422,0.784557255,0.05143012,0.025815849,0,0,40.10209,MEDIUM
02-10-2021 18:00,s_3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0.262562978,0.568817604,0.121537399,0.047082018,0,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.676750471,0.061992003,-0.422824516,0.11317952,0.047082018,99.5688176,0.92984913,0.067798155,0.002352715,0,0,45.129948,MEDIUM
02-10-2021 19:00,s_3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.868910437,0,0.024081759,0.004483544,0.102524261,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.676750471,0.058775486,-0.568817604,-0.09745564,-0.042598474,99.10252426,0.981855396,0.016671328,0.001473277,0,0,42.45528,MEDIUM
03-10-2021 08:00,s_3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.076857713,0.756958377,0.029329961,0.136853948,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.688428684,0.054454958,0.756958377,0.005248202,0.132370404,99.75695838,0.884386848,0.115613152,0,0,0,27.725979,LOW
03-10-2021 09:00,s_3,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.788459884,0.139838798,0.071701318,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673226639,0.061074022,0.031501507,0.110508837,-0.065152631,99.78845988,0.76153172,0.210111375,0.02637685,0,1,54.689598,MEDIUM
03-10-2021 10:00,s_3,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.663559152,0.336440848,0,0,0,0,0,0,0,0,6,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628239523,0.109931107,-0.124900732,0.19660205,-0.071701318,99.66355915,0.021678404,0.196741879,0.048613307,1,0,30.79666,MEDIUM
03-10-2021 11:00,s_3,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0.025884037,0.756539963,0.191925009,0.025650991,0,2,0,0,1,0,0,5,1,0,0,0,0,5,0,0,0,1,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58905583,0.140525629,0.092980811,-0.144515839,0.025650991,99.75653996,0.08456823,0.705366684,0.16631762,1,0,47.018856,MEDIUM
03-10-2021 12:00,s_1,3,0,0,0,,0,,0,0,,0,,0,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,18,0.064273359,0.381390313,0.056775474,0.31187808,0.185682774,1,0,0,1,0,0,3,0,0,1,0,0,2,0,0,0,1,0,6,0,0,0,1,0,2,0,,,,0,,0,,0,0,0,0,0,,0,,,,,,0,,0,,,,,,,0,,,,,,0,,,,,,,,,0,0,0,,,0,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0.674385057,0.13913271,-0.015601821,-0.327478245,0.205557602,99.56707309,0.868890057,0.036926874,0.004095782,0,0,37.191345,MEDIUM
