interval_start,equipment_ID,count_sum,A_028,A_029,A_024,A_045,A_001,A_058,A_064,A_030,A_101,A_002,A_107,A_056,A_015,A_032,A_026,A_003,A_008,A_078,A_070,A_004,A_005,A_009,A_016,A_010,A_027,A_020,A_017,A_048,A_022,A_011,A_012,A_013,A_042,A_023,A_034,A_036,A_079,A_077,A_090,A_021,A_049,A_006,#changes,%idle,%production,%downtime,%performance_loss,%scheduled_downtime,idle/idle,idle/production,idle/downtime,idle/performance_loss,idle/scheduled_downtime,production/idle,production/production,production/downtime,production/performance_loss,production/scheduled_downtime,downtime/idle,downtime/production,downtime/downtime,downtime/performance_loss,downtime/scheduled_downtime,performance_loss/idle,performance_loss/production,performance_loss/downtime,performance_loss/performance_loss,performance_loss/scheduled_downtime,scheduled_downtime/idle,scheduled_downtime/production,scheduled_downtime/downtime,scheduled_downtime/performance_loss,scheduled_downtime/scheduled_downtime,A_043,A_051,A_106,A_050,A_018,A_102,A_031,A_103,A_083,A_081,A_074,A_071,A_073,A_104,A_084,A_105,A_116,A_128,A_109,A_132,A_062,A_131,A_035,A_040,A_039,A_055,A_127,A_007,A_108,A_037,A_119,A_115,A_125,A_124,A_130,A_052,A_129,A_019,A_126,A_110,A_123,A_114,A_120,A_121,A_098,A_095,A_087,A_111,A_117,A_044,A_122,A_085,A_057,A_066,A_112,A_118,A_113,A_093,A_041,A_076,A_088,A_097,A_065,A_091,A_067,A_068,A_033,A_082,A_075,A_099,A_086,A_100,A_096,A_094,A_089,A_092,A_038,A_080,A_069,A_072,A_047,A_059,A_046,A_063,A_053,A_054,A_060,A_061,production_rolling_6h,downtime_rolling_6h,production_change,downtime_change,performance_change,health_score
2020-09-21 10:00:00,s_1,9,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,0.0058981550689351,0.694356392847442,0.1986416619317519,0.0204364673123692,0.0806673228395016,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5228634061485641,0.2312824262148362,0.6806062913927003,-0.7854454602388545,0.0182736909377172,99.77502371568696
2020-09-21 11:00:00,s_1,6,1.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,0.0,0.7144228697161134,0.107308407716998,0.1782687225668885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.4852188864738978,0.2434745049115152,0.020066476868671357,-0.0913332542147539,0.1578322552545193,99.71442286971612
2020-09-21 12:00:00,s_1,9,0.0,0,0,,0.0,,1.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,0.0,0.4727726169553937,0.4080709682818645,0.1191564147627416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.45864333410708175,0.2914505080596587,-0.24165025276071966,0.3007625605648665,-0.059112307804146905,99.4727726169554
2020-09-21 13:00:00,s_1,4,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,0.0,0.4647281337683264,0.3636233080531229,0.0234556463708253,0.1481929118077252,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.40359212065378075,0.34426937905906296,-0.008044483187067297,-0.04444766022874164,-0.0957007683919163,99.61292104557606
2020-09-21 14:00:00,s_1,3,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,0.0,0.601351990693584,0.177448082778121,0.2211999265282949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.49356368423926683,0.3731965918220776,0.13662385692525764,-0.18617522527500188,0.1977442801574696,99.60135199069357
2020-09-21 15:00:00,s_1,6,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,0.0,0.4779865572226704,0.4840611395796447,0.0379523031976848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.570936426867255,0.28985892805691726,-0.12336543347091361,0.30661305680152373,-0.1832476233306101,99.47798655722266
2020-09-21 16:00:00,s_1,2,0.0,0,0,,1.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,0.0,0.4185680390075552,0.438482780934433,0.1429491800580118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5249717012272739,0.32983244789069743,-0.059418518215115235,-0.0455783586452117,0.104996876860327,99.41856803900755
2020-09-21 17:00:00,s_1,6,0.0,0,0,,0.0,,0.0,0.0,,1,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,0.0233274198576903,0.449590976937445,0.3210247510684262,0.0547059034512441,0.1513509486851943,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.48083305243082913,0.3654518384492688,0.031022937929889804,-0.11745802986600679,-0.0882432766067677,99.60094192562264
2020-09-21 18:00:00,s_1,7,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,0.0,0.4134832068606365,0.5571239973488077,0.0293927957905558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.4709514840817029,0.390294009960426,-0.03610777007680849,0.23609924628038148,-0.025313107660688297,99.41348320686063
2020-09-21 19:00:00,s_1,11,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,1,0,0,1,0,0,1,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,0.0,0.52418332332249,0.3931763712377565,0.0037171946643195,0.0789231107754339,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.4808606823407302,0.3952195204911983,0.11070011646185346,-0.16394762611105118,-0.025675601126236302,99.60310643409792
2020-09-21 20:00:00,s_1,6,0.0,0,0,,1.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,0.0,0.642440214342791,0.159988722734929,0.19757106292228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.487708719615598,0.3923096271506663,0.11825689102030101,-0.2331876485028275,0.1938538682579605,99.6424402143428
2020-09-22 00:00:00,s_1,1,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,0.9608331253366262,0.0023488301827305,0.000819725969812,0.0359983185108311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5681831476345907,0.3120242422511806,0.31839291099383527,-0.1576398925521985,-0.196751336952468,99.99683144384747
2020-09-22 02:00:00,s_1,1,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,0.1939492358544733,0.0120875481404022,0.0593469720208589,0.0879075042244176,0.6467087397598478,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5004363991567318,0.2488349407655849,-0.948745577196224,0.0569981418381284,0.0870877782546056,99.65879628790024
2020-09-22 05:00:00,s_1,5,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,1,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,0.0236918036184089,0.5869637635662149,0.1176247316016072,0.1301486925082522,0.1415710087055164,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5233318635948602,0.21493493752111506,0.5748762154258127,0.0582777595807483,0.042241188283834594,99.72853477227173
2020-09-22 06:00:00,s_1,4,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,0.0,0.8748730817208669,0.1165158152263255,0.0086111030528076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.6002301760715653,0.1415002405007014,0.2879093181546519,-0.00110891637528171,-0.1215375894554446,99.87487308172086
2020-09-22 07:00:00,s_1,5,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,0.0,0.7496366096760403,0.1497871242876171,0.0018090019043984,0.0987672641319439,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.6378057237971569,0.10093536600901147,-0.12523647204482657,0.033271309061291596,-0.0068021011484092,99.84840387380798
2020-09-22 08:00:00,s_1,6,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,0.0,0.3277729117280726,0.0801960705532564,0.5920310177186711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5853611733613705,0.08763659064539937,-0.4218636979479677,-0.0695910537343607,0.5902220158142727,99.32777291172808
2020-09-22 09:00:00,s_1,10,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,0.0,0.8123992115112025,0.1876007884887974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.5606221877237999,0.11851191702974385,0.48462629978312993,0.10740471793554102,-0.5920310177186711,99.8123992115112
2020-09-22 10:00:00,s_1,8,0.0,0,0,,1.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,0.0,0.6989566727393258,0.1507080692910544,0.1503352579696197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.6751003751569539,0.13373876657477643,-0.11344253877187671,-0.03689271919774301,0.1503352579696197,99.69895667273933
2020-09-22 11:00:00,s_1,4,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,0.0,0.8041250369237719,0.1120362808639293,0.0014074473076054,0.0824312349046932,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.7112939207165466,0.13280735811849678,0.10516836418444608,-0.0386717884271251,-0.1489278106620143,99.88655627182847
2020-09-22 12:00:00,s_1,6,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,0.0,0.6195315879480423,0.1569531715760302,0.1458593514124249,0.0776558890635025,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.6687370050877425,0.13954691751011425,-0.1845934489757296,0.04491689071210089,0.1444519041048195,99.69718747701154
2020-09-22 13:00:00,s_1,2,0.0,0,0,,2.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,0.0,0.9030600674783222,0.006174837752546,0.0907650947691317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.6943075813881229,0.11561153642093575,0.28352847953027993,-0.1507783338234842,-0.055094256643293205,99.90306006747834
2020-09-22 15:00:00,s_1,2,0.0,0,0,,0.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,0.948573930846224,0.0267786624203821,0.0246474067333939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.7977744179078149,0.10670863506545669,0.04551386336790175,0.0206038246678361,-0.0661176880357378,99.94857393084622
2020-09-22 16:00:00,s_1,4,0.0,0,0,,1.0,,0.0,0.0,,0,,0,,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,0.0,0.8474162180246251,0.1513761535199508,0.0012076284554241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.803610585660052,0.10067119590398226,-0.10115771282159891,0.12459749109956869,-0.0234397782779698,99.84741621802463
